,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
884,,,,,,,,,,,,,
885,OpenDataSoftRecordSearchAPI," This REST API makes it possible to perform complex queries on the records of a dataset. Including full-text search or geo search and faceted search features on dataset records. OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows you to publish, share and reuse data.",Data,2,RESTv2.0," Data, API, Management, Applications, Big, Data", 0,0,0,0, 0, 1,
886,OpenDataSoftRealTimePushAPI," This REST API allows you to build datasets out of real time data. It is useful for building crowd-sourced datasets. Real time push entry points can also be made available by dataset owners. OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows you to publish, share and reuse data.",Data,3,RESTv1.0," Data, API, Management, Applications, Big, Data", 0,0,0,0, 0, 0,
887,OpenDataSoftDatasetLookupAPI," This REST API makes it possible to fetch individual dataset information. OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows you to publish, share and reuse data.",Data,2,RESTv2.0," Data, API, Management, Applications, Big, Data", 0,0,0,0, 0, 0,
888,OpenDataSoftDatasetSearchAPI," This REST API provides a search facility in the OpenDataSoft dataset catalog. Full test search, multi-criteria field queries and results faceting are provided. OpenDataSoft is a SaaS that publishes data and manages API's using a cloud-based platform. It allows you to publish, share and reuse data.",Data,3,RESTv2.0," Data, API, Management, Applications, Big, Data", 0,0,0,0, 0, 0,
889,TelVueHyperCasterAPI," The HyperCaster API is used to deliver a high quality, professional looking digital television channel. Content management is browser based, and the application supports categorization, search, and drag-and-drop scheduling. TelVue is a broadcast technology corporation based in New Jersey which enhances channel programming, and increases delivery. TelVue's services include live internet streaming, and video on demand.",Video,2,RESTv3.16.0," Video, Cloud, Localization, Streaming, TV", 0,0,0,0, 0, 3, 1
890,TelVuePrincetonServerAPI," The Princeton Server API allows integration with TelVue's Princeton products. Princeton is an all-in-one digital broadcasting system used to schedule and transmitting full days of programming. TelVue is a broadcast technology corporation based in New Jersey which enhances channel programming, and increases delivery. TelVue's services include live internet streaming, and video on demand.",Cloud,2,RESTv3.16.0," Cloud, Localization, Streaming, TV, Video", 0,0,0,0, 0, 3, 1
891,TelVueConnectAPI," The Connect API is a content management system which supports multi user distribution, smooth video streaming, and customizable video player. It exchanges information in JSON format. TelVue is a broadcast technology corporation based in New Jersey which enhances channel programming, and increases delivery. TelVue's services include live internet streaming, and video on demand.",Cloud,2,RESTv1," Cloud, Localization, Streaming, TV, Video", 0,0,0,0, 0, 3, 1
892,TwilioSyncAPI," The Sync API is used to build in-app collaborations across platforms. Its basic functions include: document retrieval, map creation, and list retrieval. Additionally, the Sync API can improve real-time presence, and add remote collaboration integration. This is a RESTful API that exchanges information in JSON format. Twilio is a voice and SMS technology provider based in San Francisco.",Telephony,7,REST," Telephony, Syncing", 0,0,0,0, 0, 1, 1
893,Kueri.meAPI," The Kueri.me API is a product that provides remote procedure call in JSON formats. It is available for integration and download from the main site, with a JavaScript library as a resource to implement a search-box complete that displays results in a table. Kueri is a service platform that allows users to search natural language questions to SQL.",NaturalLanguageProcessing,9,REST," Natural, Language, Processing, Q&A, Search, SQL", 2,0,0,0, 0, 4, 1
894,CricMatchListAPI, This JSON based API allows you to retrieve a list of the latest cricket matches. Wherrelz's Cric Match is a Restful API that has live data updates.,Sports,11,RESTv1.0, Sports, 0,0,0,0, 0, 1,
895,CricPlayerStatsAPI, This JSON based API allows you to retrieve a list of the latest cricket player stats. Wherrelz's Cric Player Stats is a Restful API that has live data updates.,Sports,3,RESTv1.0," Sports, Statistics", 0,0,0,0, 0, 0,
896,CricBallByBallAPI, This JSON based API allows you to retrieve a list of Cricket Ball By Ball play's. Wherrelz's Cric Ball By Ball is a Restful API that has live data updates.,Sports,10,RESTv1.0, Sports, 0,0,0,0, 0, 0,
897,ButterCMSAPI," ButterCMS is an API-first CMS for rapidly building CMS-powered websites in any programming language. Great for blogs, dynamic pages, and more.",ContentManagement,7,RESTv2," Content, Management, B2B, Backend-as-a-Service, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service", 14,0,11,0, 0, 36, 2
898,EmailVoidAPI," The EmailVoid email service and processing system provides debugging capability that is suitable for filtering emails for purposes of quality assurance or control. The mail processing service is designed to automate the counting, storage, and processing of incoming mail messages. Deployment of the EmailVoid API supports discreet implementation of concepts that accept incoming emails over SMTP. This way, a company can filter emails without exposing the process to customers. The API returns responses in JSON format.",Email,1,RESTv3.0," Email, Developers, Q&A, Testing", 3,0,1,0, 0, 9,
899,SuggesticPersonalizedGlycemicResponsePredictionAPI," The Suggestic Personalized Glycemic Response Prediction API allows users to track their blood sugar, or individual glycemic responses to different activities in order to help them manage their Type 2 Diabetes. Suggestic is a service intended to help users optimize their lifestyles to improve Type 2 Diabetes management and prevention. Users should not enact changes to their treatment plan without consulting with a medical provider.",Health,7,REST," Health, Fitness, Healthcare, Medical, Medicine, Personal, Information, Management", 0,0,0,0, 0, 2, 1
900,selfossAPI," selfoss functions as a multipurpose RSS reader and aggregation web application. It offers plugin system, and diverse database support. PHP 5.3+ and Apache Webserver are required. The selfoss API uses JSON for responses, and HTTPS for authentication.",Feeds,4,RESTv2.16," Feeds, Aggregation", 0,0,0,0, 0, 1, 1
901,OpenPostcodeGeoAPI," British postcodes with additional data optimised for geospace applications including easting, northing, latitude, longitude, postcode area, postcode district, postcode sector, outcode and incode. This API is provided by GetTheData.",Location,8,REST," Location, Geography, Postcodes", 0,0,0,0, 0, 4,
902,RoanuzCricketISLFootballAPI," This REST API allows you to get live Football (Soccer) scores. Roanuz Football API provides real time data on stats and other metrics for the Indian Summer League 2015. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,7,RESTv2.0, Sports, 0,0,0,0, 0, 0,
903,RoanuzCricketFootballMatchAPI," This REST API allows you to get the full details of a Indian Super league Football (Soccer) match. Roanuz Match API provides real time data on stats and other metrics. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 0,
904,RoanuzCricketISLFootballSeasonAPI," This REST API allows you to get all information about a Indian Super league Football (Soccer) season including; matches, teams, players, rounds and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
905,RocketLeagueStatsAPI," The Rocket League Stats API provides information about the physics oriented game, Rocket League. Information available includes ranked leader board, platforms, and players. This API uses JSON for data exchange. API Keys are obtained through the contact page.",Games,101,RESTv1," Games, Statistics", 0,0,0,0, 0, 1, 1
906,SkillsLibraryAPI," This Jquery API is used to create a skills profile. This plugin allows you to retrieve the skills data from ""It's Your Skills"". It is a catalog of over 44000 skills including; IT, Medicine, Engineering and more.",Library,5,RESTv1.0, Library, 0,0,0,0, 0, 0,
907,ThisisANT+API," This is ANT+ API integrates sensors that monitor health, wellness, and performance. It is available through the SDK that includes a plugin service.",Wearable,26,REST," Wearable, Hardware, Health, Monitoring", 0,0,0,0, 0, 1, 1
908,OpenShiftOriginAPI," OpenShift is a Json based API that exposes operations to manage a Kubernetes cluster including; security, user management, application deployments, HTTP(s) routing and more.",DevOps,3,RESTv1.0, DevOps, 0,0,0,0, 0, 0,
909,StatCounterAPI," The StatCounter API integrates visitor analysis in websites, such as summary statistics, popular pages, and search engines. It is available in JSON and XML formats.",Statistics,3,RESTv3," Statistics, Analytics, Visualizations, Web, Site, Management", 0,0,0,0, 0, 1, 1
910,,,,,,,,,,,,,
911,AnymailFinderAPI, Anymail Finder API finds and validates an email address given only a name and domain. Developers can make GET requests to receive JSON responses. Authentication is required with an Api Key.,Email,3,RESTv3," Email, Addresses, Domains, Validation", 0,0,0,0, 0, 4, 1
912,ExLibrisbXAPI," This API is a Webservice based XML call for Hot Article Topics. Ex Libirs bX allows you to view popular articles from libraries around the world. Topics include Agriculture, business, Engineering Law, Medicine and more.",NewsServices,1,RPCv1.0," News, Services", 0,0,0,0, 0, 2, 1
913,ExLibrisAlephAPI, Build a suite of interfaces for libraries patrons with this REST API. Aleph manages fulfillment actions and exportable resources while enabling client discovery tools.,Library,1,RESTv23, Library, 0,0,0,0, 0, 2, 1
914,ExLibrisVoyagerAPI, Build a suite of interfaces for libraries patrons with this REST API. Voyager allows you to implement a single interface to handle fulfillment actions and exportable resources while enabling client discovery tools.,Library,2,REST, Library, 0,0,0,0, 0, 3, 1
915,FlipkartProductFeedAPI, This REST API makes calls in both XML and JSON. It allows you to access information on the list of categories in the Flipkart product feed. It also contains the Product Feed URL for each category. This does not include Books and eBooks. Flipkart is an ecommerce marketplace with over 40 million products.,eCommerce,35,RESTv1.0," eCommerce, Feeds, Products", 0,0,0,0, 0, 1,
916,FlipkartCategoryFeedAPI," This RESTful product API works with Flipkart and allows you to get a list of categories. It provides a full list from the catalog of specific products. Responses include shipping, title, description, brand, price and more. This list does not include Books and eBooks. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,14,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
917,ExLibrisAlmaAPI," This Ex Libris Group API is XML and JSON based. It is a library management service that allows you to consolidate, optimize and extend the range of your library services. It supports service operations for print, electronic and digital resources. Alma also offers access to shared global data and more.",Library,2,RESTv1.0, Library, 0,0,0,0, 0, 1, 1
918,CoffeeSenderRESTAPI," This REST API is an egifting platform for companies to instantly send coffee to its customers, prospects and partners within Salesforce, Gmail, SurveyMonkey and other software/apps. Some features are business software integrations, team management, custom templates, and real-time analytics. Code samples for CoffeeSender include cURL, Java, JavaScript, NodeJS, Perl, Python, Php, Ruby, GO, C#, Visual Basic, Groovy, Objective-C and Swift. CoffeeSender is used by sales, marketing, recruiters, realtors and more.",Food,5,RESTv2.0," Food, Advertising, Human, Resources, Marketing, Sales", 0,0,0,0, 0, 1,
919,SynopticDataAPI, The Synoptic Data integrates weather information into applications. It is available in JSON architecture with SSL GET requests. Tutorials available at https://api.synoptic.io/tutorials/,Weather,13,RESTv2.0," Weather, Data, Database-as-a-Service, Science", 0,0,5,0, 0, 9, 3
920,NilandAPI," The Niland API utilizes artificial intelligence (AI) and audio processing capabilities to classify music titles and recognize related tracks. The API automatically generates search results and classification data using audio signals that it detects in music compositions. Its AI technology is equipped with capabilities for profiling music content, and this makes it easier for developers to understand the nature of music tracks as well. The Niland API can be deployed in a variety of organizational and analytical music applications, including metadata construction on music catalogues, content curation, and playlists generation. It is useful to stakeholders across the upstream and downstream ends of music industry’s value chain.",Music,16,RESTv2.0," Music, Audio, Classification, Data, Intelligence, Machine, Learning, Metadata, Recommendations, Search", 2,0,0,0, 0, 2, 2
921,QuboleAPI," The Qubole API allows developers to integrate cloud-scale data processing into their own systems and applications. Qubole is a service that simplifies, scales, and speeds up big data analytics performed on data stored on AWS, Google, or Azure clouds. It also provides autoscaling, which allows users to automatically add or remove resources to reflect usage.",Data,2,RESTv1.2," Data, Analytics, Big, Data", 3,0,0,0, 0, 1, 1
922,FlipkartDeltaFeedAPI," This RESTful API response is XML and JSON. It provides information on the list of categories in the Flipkart Product Feed. Responses include shipping, title, description, brand, price and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,5,RESTv1.0, eCommerce, 0,0,0,0, 0, 0,
923,FlipkartTopSellingBooksAPI," This RESTful API responds in XML and JSON. It provides Flipkarts 500 top-selling books by category. Base information includes; name and title, shipping and seller info, author, publisher year and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,6,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
924,FlipkartSearchQuerybasedonKeywordsAPI," This RESTful API response is XML and JSON. It allows you to search for products by keywords in Flipkart, based on their product ID. Responses include shipping, title, description, Brand, price and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,18,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
925,FlipkartAllOfferAPI," This RESTful API response is XML and JSON. It allows you to get a Flipkart complete offers list. Responses include shipping, title, description, URL, category, availability and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,8,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
926,MessageBirdLookupAPI," The MessageBird Lookup API allows users to validate and look up any mobile number. Validation determines whether a phone number is valid, and a lookup identifies which operator a number belongs to and whether it's active. The API can also determine whether a number is roaming.
MessageBird is a cloud communications platform that connects users to their global customers via fast and reliable SMS, Voice and Chat APIs.",Messaging,3,REST," Messaging, Validation", 7,0,0,0, 0, 12, 1
927,FlipkartDealsoftheDayAPI," This RESTful API response is XML and JSON. It allows you to get details on Flipkart's deals of the day. Responses include shipping, title, description, URL, availability and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,9,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
928,FlipkartOrdersReportAPI," This RESTful API response is XML and JSON. It allows you to get Flipkart order reports for a given date range and status. Responses include price, category, title, quantity, status and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,17,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
929,FlipkartAppInstallReportAPI," This RESTful API response is XML and JSON. It allows you to get a report on all Flipkart mobile app installations for a given date range and status. Responses include; date, OS, click type, install count and more. Flipkart is an ecommerce marketplace with over 40 million products.",eCommerce,2,RESTv1.0, eCommerce, 0,0,0,0, 0, 1,
930,RoanuzCricketAuthenticationAPI," This REST API allows you to authenticate Roanuz Cricket API's real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,2,RESTv2.0, Sports, 0,0,0,0, 0, 1,
931,RoanuzCricketSeasonAPI," This REST API allows you get all information about a season such as matches, teams, players, rounds and groups. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,4,RESTv2.0, Sports, 0,0,0,0, 0, 1,
932,RoanuzCricketSeasonStatsAPI," This REST API allows you access to stats for the given season (series). Responses are Fielding, Batting, Bowling and Total Number of Fours, Sixes and Runs scored in the season. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
933,DothrakiTranslatorAPI," The Dothraki Translator API allows developers to translate between English and the Dothraki language from Game of Thrones. The public version of the API limits users to 5 calls per hour. The Dothraki Translator is provided by the Fun Translations website, which hosts translation services for a variety of fun and fictional languages and dialects.",Language,12,RESTv1.0," Language, Text, Tools, Translation", 0,0,0,0, 0, 3, 2
934,IPFindAPI," The IP Find API is a simple API used to fetch location information for an IP Address. Using this API, users will receive an instant JSON response with the desired location data.",Software-as-a-Service,7,REST," Software-as-a-Service, Data, Location", 0,0,0,0, 0, 1, 1
935,OpenProjectAPI, The Open Project API is available to manage projects in an open source collaborative environment. It is available in JSON format to hyperlink resources. Developers can authenticate with Api Key through basic auth.,ProjectManagement,8,RESTv3," Project, Management, Collaboration, Open, Source", 0,0,1,0, 0, 3, 2
936,,,,,,,,,,,,,
937,FoodpairingAPI," This JSON based API allows you to compare food experiences including menu, ingredients and beverage descriptions, categorization, nutrition, origin, season, cuisine and more. Foodpairing is a tool used to discover new flavor combinations.",Food,175,RESTv1.0," Food, Comparisons, Nutrition, Products", 0,0,1,0, 0, 3, 1
938,W3CWebUSBAPI, Expose your USB device services via the web. This API interfaces by specifications to the hardware. It allows you to permit integration and securely provide access to USB devices from web pages.,Storage,3,Indirectv1.0," Storage, Hardware", 0,0,0,0, 0, 4, 2
939,RoanuzCricketSeasonPointsAPI," This REST API allows you to get a points table for the given season. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,2,RESTv2.0, Sports, 0,0,0,0, 0, 1,
940,RoanuzCricketSeasonTeamAPI," This REST API allows you to get information about team and players in the season team. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,2,RESTv2.0, Sports, 0,0,0,0, 0, 1,
941,RoanuzCricketMatchOverSummaryAPI," This REST API allows you to get the summary of each overs in a match. TEST match, response may be very big. Its useful for showing over comparison, score worm and other charts. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
942,RoanuzCricketNewsAggregationAPI," This REST API allows you to get all information about a season such as matches, teams, players, rounds and groups. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,2,RESTv2.0, Sports, 0,0,0,0, 0, 1,
943,ScreenLabAPI," This JSON based API allows users more insight to how their UI/UX design looks to viewers. ScreenLab uses eye tracking data to analyze focus points and identify key stimuli including RGB, Grey scale, HSV, color, contrast, motion, position, patterns, metrics, heat maps and more.",Recognition,8,RESTv1.0," Recognition, Content, Measurements, Web, Site, Management", 0,0,0,0, 0, 3, 2
944,WagawinAPI," Wagawin is a German software development firm that offers an advertisement platform dedicated to mobile applications. For publishers, Wagawin offers video advertisements, interactive display advertisements, and audience optimization. For advertisers, it offers target-audience analysis by using formed anonymous audiences. Registration is needed to access API documentation.",Advertising,2,REST," Advertising, Games, Mobile", 3,0,1,0, 0, 1, 1
945,MessageBirdBalanceAPI," The MessageBird Balance API allows MessageBird customers to get the balance and balance information for their account. The balance may be returned in credits, euros, pounds, or dollars. MessageBird is a cloud communications platform that connects users to their global customers via fast and reliable SMS, Voice and Chat APIs.",Messaging,2,REST," Messaging, Accounts", 7,0,0,0, 0, 11,
946,MessageBirdVerifyAPI," The MessageBird Verify API allows developers to verify mobile numbers. Users create a verify object with the API, and MessageBird handles creating a token and delivering the message to the provided number. MessageBird is a cloud communications platform that connects users to their global customers via fast and reliable SMS, Voice and Chat APIs.",Messaging,2,REST," Messaging, Verification", 1,0,0,0, 0, 5,
947,MessageBirdVoiceMessagingAPI," The MessageBird Voice Messaging API allows developers to convert text messages into voice messages in 20 different languages. Each voice message is identified by a unique random ID that can be used to check the status of the voice message. MessageBird is a cloud communications platform for SMS, Voice, and Chat APIs that connect you to 7 billion phones globally.",Messaging,4,REST," Messaging, Voice", 1,0,4,0, 0, 9,
948,HexoskinAPI," The Hexoskin RESTful API integrates metrics data into software. Hexoskin is a wearable biometric shirt that reports training, recovery, and sleep with the aim to optimize health performance. Available in JSON architecture with OAuth.",Wearable,8,REST," Wearable, Biometrics, Fitness, Health, Measurements, Performance", 0,0,0,0, 0, 3, 2
949,KeepitAPI," Keepit is a backup and cloud service based in Denmark which helps in maintaining a collection of digital media across devices. This service features version control, collaboration, and automated synchronization. For businesses, it offers audit support, backup statistics, and overviews of interrupted backups. The Keepit API uses OAuth for authentication.",Data,3,REST," Data, Automation, Backup, Cloud, Media", 0,0,0,0, 0, 1, 1
950,Reflect.ioAPI," The Reflect API aims to offer developers a data visualization API by allowing for the creation of dashboards, reports, and views of data in databases without building and scaling complex data visualization infrastructure and libraries.",Analytics,1,REST," Analytics, Applications", 0,0,0,0, 0, 0,
951,WatsiAPI," The Watsi API integrates patient support to countries around the world. It is available in JSON format with token as authentication. Account information, activity log, and segment events are part of the API settings available on the site.",Non-Profit,4,RESTv1," Non-Profit, Funding, Healthcare, Medical", 0,0,0,0, 0, 1, 1
952,TrustedShopsAdvancedAPI," Trusted Shops API is used for managing ecommerce. This API is both Json and XML. This API is capable of searching shops, shop reviews, comments, quality indicators, shop benchmarks and more.",eCommerce,4,RESTv2.2.2, eCommerce, 0,0,0,0, 0, 1, 1
953,TrustedShopsCommonAPI," Trusted Shops API is used for managing ecommerce. This API is both Json and XML. This public API is capable of searching shops, shop reviews, quality indicators, shop benchmarks and more.",eCommerce,6,RESTv2.2.2, eCommerce, 0,0,0,0, 0, 1, 1
954,ClearbitRiskAPI, The Clearbit Risk API integrates associated risk score by analyzing an email and an IP address. It is available in REST architecture with HTTP requests and JSON responses under SSL security. Accurate development allows to verify users and authorize payments.,CustomerRelationshipManagement,3,RESTv1," Customer, Relationship, Management, Business, Intelligence, Profiles", 4,0,0,0, 0, 6, 1
955,WRLDAPI," The WRLD 3D Map API allows developers to embed a 3D map into other applications and services. The main API method is embedding a 3D map. WRLD is a company that creates and provides interactive 3D maps for a variety of operating systems/devices, such as iOS, Android, OSX, OculusVR, and WebGL.",Mapping,27,Indirectv1," Mapping, 3D, Augmented, Reality, Geography, Visualizations", 7,0,11,0, 0, 19, 2
956,RoanuzCricketAPI," This REST API allows you to get live cricket scores from various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz Cricket API's provide real time data on stats and other metrics. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,23,RESTv2.0.3, Sports, 0,0,0,0, 0, 2, 1
957,RoanuzCricketMatchAPI," This REST API allows you to get the full details of a match including; venue, status, player, teams and more. Roanuz Cricket API's provide real time data on stats and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
958,RoanuzCricketBallByBallAPI," This REST API allows you to get all details about balls of requested over. The response will equal 1st over of 1st innings if the over key is not provided with request. Roanuz Cricket API's provide real time data on stats and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,15,RESTv2.0, Sports, 0,0,0,0, 0, 1,
959,RoanuzCricketRecentMatchesAPI," This REST API allows you to get a list of all world wide recent matches. It also provides recent matches for a specific season. Roanuz Cricket API's provide real time data on stats and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
960,RoanuzCricketRecentSeasonsAPI," This REST API allows you to get a list of all recent seasons. It includes seasons from the last two months, current month and next month. Roanuz Cricket API's provide real time data on stats and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,1,RESTv2.0, Sports, 0,0,0,0, 0, 1,
961,RoanuzCricketScheduleAPI," This REST API allows you to get a schedule for the given month or for the given season for Roanuz Cricket API's. They provide real time data on stats and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,7,RESTv2.0, Sports, 0,0,0,0, 0, 1,
962,,,,,,,,,,,,,
963,RoanuzCricketPlayerStatsAPI," This REST API allows you access to stats about a player for a specified league or board. Roanuz Cricket API's provide real time data and other metrics for various leagues including; International (ICC), Indian Premier League (IPL T20), Big Bash League and more. Roanuz is a software company specializing in AI, web and mobile apps.",Sports,12,RESTv2.0, Sports, 0,0,0,0, 0, 1,
964,BigBlueButtonAPI," The BigBlueButton integrates chat, polls, emojis, playback, whiteboard, desktop sharing, WebRTC, presentations, and web cams into online learning services. It is available in JSON & XML formats with shared secret.",Education,22,RESTv1.0," Education, Open, Source, WebRTC", 4,0,2,0, 0, 2, 1
965,KontomatikBankingAPI," The Kontomatik Banking API is a read-only API that allows financial institutions to access their users' banking data programmatically. This includes personal data, account balances, and full statements. Kontomatik is a product that allows financial institutions to obtain KYC, perform credit scoring, and build accurate profiles of their customers in order to provide contextual offers.",Banking,4,REST," Banking, Financial", 1,0,1,0, 0, 3, 1
966,BrainShopAPI," BrainShop is a customizable chat bot provider with artificial intelligence capabilities. After signing up, developers can create trainable robots (or ""brains"") and integrate them with applications. 2 paid plans are avilable, and a free option is available as well. The BrainShop REST API requires API Keys for authentication, and responds in JSON format.",Chat,14,REST," Chat, Application, Development, Bots, Education, Intelligence, iPaaS, Natural, Language, Processing, Sales, Support, Tools", 0,0,0,0, 0, 2, 1
967,UnofficialPokémonGoAPI," The Pokémon Go API is an unofficial API that was reverse engineered by independent developers. The API integrates applications with the augmented reality multiplayer game by Niantic. Pokémon Go combines vector tiles and a pool of geo-tagged photos from Google Maps, and the popular franchise by Nintendo. Players can customize their trainer, capture Pokémon, and participate in gym battles at designated places. Currently, this API is undocumented.",Games,433,RPCv1.0," Games, Augmented, Reality, Mapping", 9,0,0,0, 0, 15, 2
968,1WorldSyncContent1API," This Json API will allow you to exchange product content using 1WorldSync's product information cloud platform. Specify and search by category, code or description. Share product data with over 16,000 other global users.",Products,3,RESTv2.2, Products, 0,0,0,0, 0, 0,
969,SonarWebhooksAPI," Custom Webhooks allow you to register a URL that we will notify anytime an event happens in your Sonar account for the following events; New Unassigned Messages, New Assigned Messages, Outbound Messages and more. The Sonar API integrates business messages into mobile channels. It is available in HTTP and JSON formats with token. Resources include sandbox, webhooks, and Facebook messenger integration.",Messaging,3,Streamingv1.0," Messaging, Business, Social, Webhooks", 2,0,0,0, 0, 4, 1
970,PimaticWebsocketAPI," This API is a home automation control that uses the socket.io protocol. Pimatic Websocket allows access to your hardware through the use of supported devices and plugins. Control blinds, switches, dimmers, temperature and more.",HomeAutomation,5,RESTv1.0," Home, Automation", 0,0,0,0, 0, 2, 1
971,GovDeliveryAPI," The GovDelivery API integrates government data, aiming to increase engagement, promote content, and build data communities. Developers can create keywords with GET and POST commands and authenticate with token.",Government,6,REST," Government, Content, Engagement, Keywords, Open, Data", 3,0,6,0, 0, 7, 1
972,MediaValetEnterpriseMediaLibraryManagementAPI," The MediaValet API intends to offer developers a cloud-based digital asset management solution (DAMS) built 100% from scratch on Microsoft Azure. The MediaValet API aims to provide developers with the ability to set up search, uploading, downloading and sharing protocols for enterprise-wide digital asset users. The API's goal is to be integrated with outside websites and a variety of applications including Office 365, Active Directory, the Adobe Suite, Hootsuite and others.",ContentManagement,4,REST," Content, Management, Content, Images, Marketing, Media", 0,0,0,0, 0, 2, 1
973,QuantLayerFilingsAPI," The QuantLayer flagship Filings API, built with Ember.js on top of a Phoenix/Elixir integrates securities and exchange financial data. It allows investors, financial journalists, and Wall Street analysts to investigate events. Sign up for access to interact with JSON architecture, authenticate, make requests, and receive responses.",Financial,7,RESTv1.0," Financial, Software-as-a-Service, Stocks", 0,0,0,0, 0, 3,
974,RechargeBillingAPI, The Recharge Billing RESTful API integrates recurring billing into web services. It is available to make HTTP requests and receive XML responses with SSL authentication.,Billing,3,RESTv2," Billing, Automation, Reporting, Subscriptions", 1,0,2,0, 0, 0,
975,PokéAPI," The PokéAPI provides integration with an extensive Pokémon database. Version 2 offers resources such as locations that can be visited within the games, Pokémon abilities, and evolution chains. This consumption only RESTful API requires no authentication, and has a daily rate limit of 300 requests per resource per IP address.",Games,21,RESTv2," Games, Database", 3,0,0,0, 0, 2,
976,EmarsysAPI," The Emarsys API integrates cloud marketing into applications. Clients can automate contacts lists and emails campaigns. Available in HTTP format. Endpoints include administration, contacts, segments, sources, email campaigns, and launchers.",Marketing,1,RESTv2," Marketing, Campaigns, Cloud, Platform-as-a-Service", 0,0,6,0, 0, 1,
977,Plenar.ioAPI," The Plenario integrates datasets into applications, in addition to be an open data service itself created for educational and scientific purposes. Developers can call with HTTP GET to obtain JSON responses, and in occasions, CSV and GeoJSON formats. Plenar.io is a global hub for datasets.",Database-as-a-Service,8,RESTv1," Database-as-a-Service, Education, Open, Data, Science", 0,0,0,0, 0, 2, 1
978,CognitiveSEOAPI," The Cognitive SEO API integrates tools that aim to increase web traffic. It is available in JSON architecture with Api Key. Methods include campaigns, keywords, and social.",SEO,14,REST," SEO, Charts, Measurements, Optimization", 0,0,0,0, 0, 1, 1
